"pos","set","Pair","var","values"
"down","a) EPT dominated dataset",149,"Redundancy",-1.23186719470881
"down","a) EPT dominated dataset",62,"Richness",0.597523883997692
"down","a) EPT dominated dataset",62,"Evenness",-1.06514066632111
"down","a) EPT dominated dataset",62,"Dispersion",0.562622645315742
"down","a) EPT dominated dataset",62,"Redundancy",-0.412201163476768
"down","a) EPT dominated dataset",62,"Richness",-0.10708674916603
"down","a) EPT dominated dataset",62,"Evenness",1.16883100212897
"down","a) EPT dominated dataset",62,"Dispersion",-0.403842729293577
"down","a) EPT dominated dataset",62,"Redundancy",0.410597648917522
"down","a) EPT dominated dataset",130,"Richness",-0.567955033043112
"down","a) EPT dominated dataset",130,"Evenness",1.21276937036747
"down","a) EPT dominated dataset",130,"Dispersion",-0.586154825606997
"down","a) EPT dominated dataset",130,"Redundancy",0.536362286159692
"down","a) EPT dominated dataset",130,"Richness",-0.507388261804396
"down","a) EPT dominated dataset",130,"Evenness",0.725416603418412
"down","a) EPT dominated dataset",130,"Dispersion",1.27821995967916
"down","a) EPT dominated dataset",130,"Redundancy",-1.31643167213412
"down","a) EPT dominated dataset",100,"Richness",-0.417065407841156
"down","a) EPT dominated dataset",100,"Evenness",-1.60597373044281
"down","a) EPT dominated dataset",100,"Dispersion",-0.0624511305256641
"down","a) EPT dominated dataset",100,"Redundancy",0.128450676042087
"down","a) EPT dominated dataset",100,"Richness",-1.25151216346654
"down","a) EPT dominated dataset",100,"Evenness",-0.937934144204162
"down","a) EPT dominated dataset",100,"Dispersion",-2.39481038482282
"down","a) EPT dominated dataset",100,"Redundancy",2.84602025251591
"down","a) EPT dominated dataset",160,"Richness",-0.000157498441268783
"down","a) EPT dominated dataset",160,"Evenness",-0.0030974933932737
"down","a) EPT dominated dataset",160,"Dispersion",2.09376926006531
"down","a) EPT dominated dataset",160,"Redundancy",-1.90014273696192
"down","a) EPT dominated dataset",160,"Richness",-0.804339302267777
"down","a) EPT dominated dataset",160,"Evenness",-0.978559267547847
"down","a) EPT dominated dataset",160,"Dispersion",-0.60199979609126
"down","a) EPT dominated dataset",160,"Redundancy",0.830237078695935
"down","a) EPT dominated dataset",175,"Richness",-0.841083010140308
"down","a) EPT dominated dataset",175,"Evenness",0.0575395479239263
"down","a) EPT dominated dataset",175,"Dispersion",-2.18529555438081
"down","a) EPT dominated dataset",175,"Redundancy",2.3356919895902
"down","a) EPT dominated dataset",175,"Richness",-1.19510826105305
"down","a) EPT dominated dataset",175,"Evenness",0.314948141871791
"down","a) EPT dominated dataset",175,"Dispersion",-0.375149903969317
"down","a) EPT dominated dataset",175,"Redundancy",0.682085237656039
"down","a) EPT dominated dataset",228,"Richness",-1.61021314647848
"down","a) EPT dominated dataset",228,"Evenness",-1.02776664662228
"down","a) EPT dominated dataset",228,"Dispersion",-0.100816682959246
"down","a) EPT dominated dataset",228,"Redundancy",0.316551735471631
"down","a) EPT dominated dataset",228,"Richness",-2.29947835455373
"down","a) EPT dominated dataset",228,"Evenness",-1.20071096134494
"down","a) EPT dominated dataset",228,"Dispersion",-2.8668821248495
"down","a) EPT dominated dataset",228,"Redundancy",2.82198521249051
"down","a) EPT dominated dataset",240,"Richness",-1.04492146555832
"down","a) EPT dominated dataset",240,"Evenness",0.176270278251384
"down","a) EPT dominated dataset",240,"Dispersion",-1.96922573795667
"down","a) EPT dominated dataset",240,"Redundancy",1.93125224758574
"down","a) EPT dominated dataset",240,"Richness",-0.870767878669139
"down","a) EPT dominated dataset",240,"Evenness",-1.29111194589703
"down","a) EPT dominated dataset",240,"Dispersion",-1.23844068100461
"down","a) EPT dominated dataset",240,"Redundancy",1.18350116579832
"down","a) EPT dominated dataset",173,"Richness",0.539372814344291
"down","a) EPT dominated dataset",173,"Evenness",-1.22004291057499
"down","a) EPT dominated dataset",173,"Dispersion",-1.30110663506669
"down","a) EPT dominated dataset",173,"Redundancy",1.36641289342834
"down","a) EPT dominated dataset",173,"Richness",-0.210294801857814
"down","a) EPT dominated dataset",173,"Evenness",0.460592408220153
"down","a) EPT dominated dataset",173,"Dispersion",-0.837313336058554
"down","a) EPT dominated dataset",173,"Redundancy",1.24113295272692
"down","a) EPT dominated dataset",273,"Richness",0.129218561929857
"down","a) EPT dominated dataset",273,"Evenness",0.459757666676183
"down","a) EPT dominated dataset",273,"Dispersion",-1.29834306406113
"down","a) EPT dominated dataset",273,"Redundancy",1.47952152989717
"down","a) EPT dominated dataset",273,"Richness",-0.00326168571587351
"down","a) EPT dominated dataset",273,"Evenness",-0.0427009279080458
"down","a) EPT dominated dataset",273,"Dispersion",-0.671279577649039
"down","a) EPT dominated dataset",273,"Redundancy",0.588804553782697
"down","a) EPT dominated dataset",96,"Richness",-0.651498418292125
"down","a) EPT dominated dataset",96,"Evenness",-0.74806372455929
"down","a) EPT dominated dataset",96,"Dispersion",-1.10119298877489
"down","a) EPT dominated dataset",96,"Redundancy",1.78100918773415
"down","a) EPT dominated dataset",96,"Richness",-1.48754047627432
"down","a) EPT dominated dataset",96,"Evenness",-2.40560739458674
"down","a) EPT dominated dataset",96,"Dispersion",-3.51250378321625
"down","a) EPT dominated dataset",96,"Redundancy",3.42388248712086
"down","a) EPT dominated dataset",197,"Richness",-0.915330018679414
"down","a) EPT dominated dataset",197,"Evenness",-2.98046863192839
"down","a) EPT dominated dataset",197,"Dispersion",-0.657537225992204
"down","a) EPT dominated dataset",197,"Redundancy",0.559837515180593
"down","a) EPT dominated dataset",197,"Richness",1.75626533291612
"down","a) EPT dominated dataset",197,"Evenness",-0.509428442685365
"down","a) EPT dominated dataset",197,"Dispersion",-1.42105459925463
"down","a) EPT dominated dataset",197,"Redundancy",1.63542483169314
"down","a) EPT dominated dataset",205,"Richness",-2.40867950502473
"down","a) EPT dominated dataset",205,"Evenness",-1.37832608839404
"down","a) EPT dominated dataset",205,"Dispersion",-4.17394614379898
"down","a) EPT dominated dataset",205,"Redundancy",4.00122723657505
"down","a) EPT dominated dataset",205,"Richness",-1.21639741395159
"down","a) EPT dominated dataset",205,"Evenness",-1.01878954992019
"down","a) EPT dominated dataset",205,"Dispersion",-0.322981701784023
"down","a) EPT dominated dataset",205,"Redundancy",0.487368379452066
"down","a) EPT dominated dataset",247,"Richness",-0.878620286118975
"down","a) EPT dominated dataset",247,"Evenness",-1.37804311132045
"down","a) EPT dominated dataset",247,"Dispersion",-0.231404770688405
"down","a) EPT dominated dataset",247,"Redundancy",0.280703966055808
"down","a) EPT dominated dataset",247,"Richness",-0.400452382643249
"down","a) EPT dominated dataset",247,"Evenness",-1.77709675410423
"down","a) EPT dominated dataset",247,"Dispersion",-0.447347668523054
"down","a) EPT dominated dataset",247,"Redundancy",0.500166847106224
"down","a) EPT dominated dataset",174,"Richness",-0.761995902840964
"down","a) EPT dominated dataset",174,"Evenness",-0.555844252115187
"down","a) EPT dominated dataset",174,"Dispersion",-0.819464754785073
"down","a) EPT dominated dataset",174,"Redundancy",0.936137167242144
"down","a) EPT dominated dataset",174,"Richness",-1.00193604710266
"down","a) EPT dominated dataset",174,"Evenness",-0.275472114738173
"down","a) EPT dominated dataset",174,"Dispersion",-1.72890294579104
"down","a) EPT dominated dataset",174,"Redundancy",2.00300152185859
